Glottocode	Verb_final	Free_word_order	Nominal_case	Family_ID
roto1249	1	0	0	nort2933
saur1249	1	1	1	drav1251
sici1248	0	1	0	indo1319
tang1377	1	0	1	sino1245
taus1251	0	0	0	aust1307
tuva1244	0	1	0	aust1307
west2560	0	1	0	aust1307
bala1315	0	1	0	aust1307
cent2292	0	1	0	aust1307
colu1241	0	1	0	sali1255
dara1250	1	0	1	indo1319
dera1248	0	0	0	afro1255
diga1241	1	0	1	sino1245
gade1242	0	0	0	atla1278
haru1245	1	1	0	piaw1238
iaai1238	0	0	0	aust1307
kera1255	0	0	0	afro1255
kolb1240	0	0	0	atla1278
lote1237	0	0	0	aust1307
mini1251	0	0	0	aust1307
nort2845	0	0	0	aust1307
oloo1241	0	1	0	nucl1708
roma1326	0	0	0	indo1319
rung1258	1	0	0	maba1274
seda1262	0	1	0	aust1305
swah1253	0	0	0	atla1278
toke1240	0	1	1	aust1307
tswa1253	0	0	0	atla1278
tung1290	0	0	0	aust1307
waiw1244	0	1	0	cari1283
waya1269	0	1	1	cari1283
west2635	0	0	0	maya1287
yaka1277	0	0	1	aust1307
aime1238	1	0	1	bosa1245
alab1237	1	1	1	musk1252
amdo1237	0	1	1	sino1245
bini1246	0	1	0	atla1278
cent1989	0	1	0	aust1305
como1259	0	0	1	sali1255
dagb1246	0	0	0	atla1278
fuln1247	1	0	0	NA
guiq1238	1	0	1	sino1245
guny1241	0	0	1	pama1250
hida1246	1	0	1	siou1252
hone1235	0	0	0	atla1278
iban1267	0	0	0	aust1307
kara1486	0	0	0	aust1307
kiow1266	1	0	1	kiow1265
kusa1251	0	0	0	aust1307
lish1245	1	1	0	afro1255
lugu1238	0	1	0	atla1278
macu1260	0	0	0	tuca1253
mand1440	0	0	0	aust1307
mati1250	0	0	1	aust1307
mich1245	0	0	0	utoa1244
ndog1248	0	0	0	atla1278
nort2723	1	0	0	sino1245
rabh1238	1	0	1	sino1245
sout2782	0	1	0	atla1278
than1259	1	0	1	sino1245
tief1242	0	1	0	atla1278
ulit1238	0	0	0	aust1307
yaak1241	0	1	0	afro1255
yura1255	0	1	0	NA
ainu1240	1	0	0	ainu1252
band1344	0	0	0	atla1278
bari1286	0	0	0	aust1307
boro1277	1	0	1	gong1255
chac1251	0	0	1	pano1259
chim1302	1	1	1	quec1387
chot1239	1	1	1	sino1245
gude1246	0	0	0	afro1255
guma1254	1	0	0	aust1307
hoav1238	0	0	0	aust1307
huas1242	0	0	0	maya1287
ibat1238	0	1	0	aust1307
ivat1242	0	1	1	aust1307
kara1500	1	0	0	nucl1710
kuik1246	1	0	1	cari1283
kwam1252	0	0	0	aust1307
lepc1244	1	0	0	sino1245
louu1245	0	0	0	aust1307
mada1285	0	0	0	aust1307
mais1250	1	0	0	aust1307
nezp1238	0	1	1	saha1239
nort3047	0	0	0	afro1255
qanj1241	0	0	0	maya1287
sars1236	1	0	0	atha1245
sooo1254	0	0	0	aust1305
sout2649	1	0	1	indo1319
taba1263	1	0	0	nort2923
taha1241	0	0	1	afro1255
uppe1275	0	0	0	toto1251
waig1244	0	0	0	aust1307
yong1280	1	0	1	nucl1709
zoog1238	0	1	0	otom1299
aghu1255	1	0	0	nucl1709
amam1246	1	0	0	goil1242
biao1253	0	0	0	taik1256
boto1242	0	1	1	aust1307
dzon1239	1	0	1	sino1245
huuu1240	0	1	0	aust1305
kamb1299	0	1	0	aust1307
kony1248	1	0	1	sino1245
koor1239	1	1	1	gong1255
lahu1253	1	0	0	sino1245
lamk1238	1	1	1	sino1245
lemb1266	1	1	1	nucl1709
mana1295	1	0	0	aust1307
mari1440	1	1	1	coch1271
murl1244	0	1	1	surm1244
nucl1593	1	0	0	kwom1263
seke1241	0	0	0	aust1307
shor1247	1	0	1	turk1311
sioo1240	0	0	0	aust1307
thul1246	1	0	1	sino1245
tuka1248	0	1	0	aust1307
wage1238	0	1	1	NA
yele1255	0	1	0	NA
yuch1247	1	1	0	NA
akun1241	1	0	0	tupi1275
amii1238	0	1	0	west2434
cent2084	0	1	0	aust1307
dobu1241	1	1	0	aust1307
fare1241	0	0	0	atla1278
kaba1278	1	0	1	abkh1242
keap1239	1	1	1	aust1307
kuan1248	0	0	0	aust1307
kuot1243	0	0	1	NA
kuyy1240	0	0	0	aust1305
kwom1262	1	0	1	sepi1257
maib1239	0	1	0	NA
mara1399	0	0	0	aust1307
mats1244	0	1	1	pano1259
mpii1239	1	1	1	sino1245
nali1244	0	0	0	aust1307
port1285	0	0	0	aust1307
sene1264	0	1	0	iroq1247
tbol1240	0	0	0	aust1307
urar1246	0	0	0	NA
xish1235	1	1	0	sino1245
yind1247	0	1	1	pama1250
zaiw1241	1	0	1	sino1245
awad1243	1	1	1	indo1319
bafi1243	0	1	0	atla1278
bora1263	0	1	1	bora1262
cane1242	1	0	1	nucl1710
cent2050	1	1	0	saha1256
dumb1241	0	0	0	aust1307
gali1262	1	1	0	cari1283
hame1242	1	1	1	sout2845
kamb1297	0	1	0	atla1278
khar1288	1	0	1	sino1245
kuan1247	0	0	0	atla1278
kusu1250	1	0	1	NA
lewo1242	0	0	0	aust1307
lowl1260	0	1	0	tequ1244
luan1263	0	0	0	aust1307
magd1235	0	1	0	otom1299
malt1254	0	1	1	afro1255
malu1245	0	0	0	aust1307
mang1401	0	0	0	aust1307
mapo1242	0	0	0	aust1307
mara1386	1	1	0	west2434
mbay1241	0	0	0	cent2225
mpot1240	0	1	0	atla1278
naka1262	0	0	0	aust1307
naur1243	0	1	0	aust1307
nort2930	1	0	0	kiwa1251
raro1241	0	1	0	aust1307
sika1261	0	1	0	aust1307
tete1251	0	0	0	utoa1244
tigo1236	0	0	0	atla1278
tita1241	0	0	0	aust1307
tobe1252	1	1	0	nort2923
waru1265	1	1	1	pama1250
wels1247	0	1	0	indo1319
yale1246	1	0	0	NA
yoku1256	0	1	1	yoku1255
gami1243	1	0	1	pama1250
ayiw1239	0	1	0	aust1307
bimi1240	1	0	0	nucl1709
cici1237	0	0	0	atla1278
hali1244	0	0	0	aust1307
jalk1242	1	0	0	mand1469
kach1280	1	0	1	sino1245
khez1235	1	1	1	sino1245
leng1259	0	1	0	aust1307
logo1259	0	0	0	cent2225
luya1241	0	0	0	atla1278
maba1277	1	0	0	maba1274
masb1238	0	1	0	aust1307
noon1243	0	0	0	atla1278
patt1248	1	1	1	sino1245
puma1239	1	1	1	sino1245
reng1252	0	1	0	aust1305
sabu1255	0	1	0	aust1307
samb1305	0	1	0	atla1278
shol1240	1	1	1	drav1251
sout3261	0	1	1	nakh1245
term1237	0	0	0	aust1307
tond1249	1	0	0	song1307
tong1325	0	1	0	aust1307
trum1247	1	1	1	NA
yano1261	1	0	1	yano1268
yecu1235	0	1	0	toto1251
bara1357	1	0	1	sino1245
bhoj1244	1	1	1	indo1319
bona1250	1	1	1	mong1349
capa1241	1	1	1	pano1259
chip1241	0	1	0	algi1248
chuj1250	0	0	0	maya1287
copa1237	0	0	0	otom1299
gilb1244	0	0	0	aust1307
kumz1235	1	0	0	indo1319
kuni1267	1	0	0	goil1242
kwam1249	0	1	0	koma1264
lazz1240	1	0	1	kart1248
makc1235	0	1	0	taik1256
malg1251	0	0	0	afro1255
moke1242	0	1	0	aust1307
moki1238	0	1	0	aust1307
nucl1633	1	0	0	nimb1257
orok1269	1	0	1	nucl1709
sanm1289	1	1	1	quec1387
shan1283	1	0	1	pano1259
tiga1245	0	0	0	aust1307
tsha1245	1	1	1	sino1245
turk1303	0	0	1	turk1311
ukra1253	0	1	1	indo1319
zays1235	1	0	1	gong1255
abua1245	0	0	0	nucl1708
agua1253	1	1	1	jiva1245
apat1240	1	0	0	sino1245
arbo1245	0	0	1	afro1255
bent1238	1	0	1	dogo1299
caml1239	1	1	1	sino1245
chan1313	1	0	1	sino1245
chir1283	1	0	1	sino1245
dido1241	1	1	1	nakh1245
haka1240	1	0	1	sino1245
hunz1247	1	0	1	nakh1245
iton1250	0	1	0	NA
jama1261	1	1	0	araw1282
kele1259	0	0	0	aust1307
khak1248	1	0	1	turk1311
kolc1235	0	0	0	atla1278
mixt1426	0	0	0	otom1299
nucl1240	0	0	0	atla1278
nung1282	1	0	0	sino1245
pagi1243	0	0	0	atla1278
paul1238	0	0	0	aust1307
pipi1250	0	0	0	utoa1244
tang1336	1	0	1	sino1245
tekt1235	0	0	0	maya1287
thao1240	0	1	0	aust1307
ware1253	0	0	0	aust1307
west2415	0	1	1	sino1245
yagu1244	0	0	1	peba1241
yape1248	0	0	0	aust1307
babi1235	1	0	0	atha1245
blab1237	0	1	0	aust1307
cent1990	0	0	0	aust1305
chas1234	1	1	0	sino1245
gira1247	1	0	0	nucl1709
gofa1235	1	0	1	gong1255
ibal1244	0	0	1	aust1307
jams1239	1	0	0	dogo1299
kgal1244	0	0	0	atla1278
khva1239	1	0	1	nakh1245
kosa1249	1	0	1	nucl1709
koyr1240	0	0	0	song1307
luva1239	0	1	0	atla1278
mato1252	0	0	0	aust1307
mezo1235	0	1	0	otom1299
moco1246	0	0	0	guai1249
mull1237	1	1	1	nort1547
nend1239	1	0	1	nucl1709
neng1238	0	1	0	aust1307
pang1290	0	0	0	aust1307
ronn1241	0	0	0	afro1255
saba1268	1	1	1	namb1299
urav1235	0	0	0	aust1307
voti1245	0	0	1	ural1272
warj1242	0	1	0	aust1305
alor1247	0	0	0	aust1307
bata1289	0	0	0	aust1307
chad1249	0	0	0	afro1255
baur1253	0	1	0	araw1281
cacu1241	1	0	1	kaku1242
chec1245	1	0	1	nakh1245
iliu1237	0	0	0	aust1307
khal1275	1	0	1	sino1245
khan1274	0	0	0	aust1305
koit1244	1	0	1	koia1260
koyr1242	0	0	0	song1307
makh1264	0	0	0	atla1278
mamb1294	0	0	0	atla1278
mang1405	0	1	0	aust1307
mayo1261	0	0	0	atla1278
mayo1264	1	0	1	utoa1244
moun1252	1	0	1	koia1260
ngba1285	0	0	0	atla1278
sani1269	1	0	0	sino1245
shaw1249	0	1	0	algi1248
siwi1239	0	0	0	afro1255
taku1257	0	0	0	aust1307
tugu1245	0	0	0	aust1307
bagi1246	0	0	0	cent2225
bali1278	0	0	0	aust1307
nort2702	1	1	1	drav1251
ngar1235	0	1	1	pama1250
bodo1269	1	1	1	sino1245
cent2140	0	1	1	miwo1274
chek1238	0	0	0	aust1307
cusc1236	1	0	1	quec1387
dagi1241	0	0	0	narr1279
doro1266	1	0	0	manu1261
guhu1244	1	1	1	nucl1709
humb1243	0	0	0	song1307
ikkk1242	0	0	1	kuli1252
kafa1242	1	0	0	gong1255
khmu1256	0	0	0	aust1305
lach1248	0	0	0	taik1256
liby1240	0	1	0	afro1255
mari1426	0	0	1	aust1307
meen1242	0	0	0	surm1244
movi1243	0	0	0	NA
moyo1238	1	1	1	sino1245
nort2671	0	1	1	ural1272
nort2972	1	0	1	choc1280
